engine,engine_version,sample_id,source,content_type,style,font,level,cer,wer,cer_strict,exact,ms
tesseract,5.3.4,syn0055,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,43.61791799999537
tesseract,5.3.4,syn0056,synthetic,sentence,naskh,noto-naskh,heavy,1.0,1.0,1.0,False,32.77628600000071
tesseract,5.3.4,syn0057,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,43.05753800002776
tesseract,5.3.4,syn0058,synthetic,sentence,naskh,scheherazade,mild,0.02857142857142857,0.2857142857142857,0.02857142857142857,False,58.52932699997382
tesseract,5.3.4,syn0059,synthetic,sentence,naskh,scheherazade,heavy,0.5142857142857142,1.4285714285714286,0.5142857142857142,False,81.40386799999533
tesseract,5.3.4,syn0060,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.14285714285714285,0.45454545454545453,0.14285714285714285,False,54.557086999977855
tesseract,5.3.4,syn0061,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.5306122448979592,0.8181818181818182,0.5306122448979592,False,74.82209099998727
tesseract,5.3.4,syn0062,synthetic,sentence,nastaliq,noto-nastaliq,heavy,1.0,1.0,1.0,False,53.05506499996682
tesseract,5.3.4,syn0063,synthetic,sentence,nastaliq,gulzar,clean,0.20408163265306123,0.5454545454545454,0.20408163265306123,False,48.72561700000233
tesseract,5.3.4,syn0064,synthetic,sentence,nastaliq,gulzar,mild,0.3877551020408163,0.8181818181818182,0.3877551020408163,False,83.5909389999756
tesseract,5.3.4,syn0065,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,55.31588800005238
tesseract,5.3.4,syn0066,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,50.710152000021935
tesseract,5.3.4,syn0067,synthetic,sentence,naskh,lateef,mild,0.2653061224489796,0.45454545454545453,0.2653061224489796,False,63.60697500002743
tesseract,5.3.4,syn0068,synthetic,sentence,naskh,lateef,heavy,0.14285714285714285,0.18181818181818182,0.16326530612244897,False,51.560034999965865
tesseract,5.3.4,syn0069,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,60.817883000026995
tesseract,5.3.4,syn0070,synthetic,sentence,naskh,noto-naskh,mild,0.32653061224489793,0.45454545454545453,0.32653061224489793,False,69.70549599998321
tesseract,5.3.4,syn0071,synthetic,sentence,naskh,noto-naskh,heavy,0.0,0.0,0.0,True,57.100919999982125
tesseract,5.3.4,syn0072,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,50.91790599999513
tesseract,5.3.4,syn0073,synthetic,sentence,naskh,scheherazade,mild,0.02040816326530612,0.18181818181818182,0.02040816326530612,False,60.61380799997096
tesseract,5.3.4,syn0074,synthetic,sentence,naskh,scheherazade,heavy,0.7551020408163265,1.0,0.7551020408163265,False,119.73726999997325
tesseract,5.3.4,syn0075,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.27586206896551724,0.5,0.27586206896551724,False,33.895549999954255
tesseract,5.3.4,syn0076,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.27586206896551724,0.625,0.27586206896551724,False,54.178389000014704
tesseract,5.3.4,syn0077,synthetic,sentence,nastaliq,noto-nastaliq,heavy,1.0,1.0,1.0,False,36.36423899996544
tesseract,5.3.4,syn0078,synthetic,sentence,nastaliq,gulzar,clean,0.3448275862068966,0.875,0.3448275862068966,False,31.86483000001772
tesseract,5.3.4,syn0079,synthetic,sentence,nastaliq,gulzar,mild,0.5172413793103449,0.875,0.5172413793103449,False,40.49737100001494
tesseract,5.3.4,syn0080,synthetic,sentence,nastaliq,gulzar,heavy,0.5862068965517241,0.875,0.5862068965517241,False,54.38237199996365
tesseract,5.3.4,syn0081,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,35.57436200003394
tesseract,5.3.4,syn0082,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,44.56689899996036
tesseract,5.3.4,syn0083,synthetic,sentence,naskh,lateef,heavy,0.0,0.0,0.0,True,45.88778500004764
tesseract,5.3.4,syn0084,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,36.39900699999998
tesseract,5.3.4,syn0085,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,45.08062700000437
tesseract,5.3.4,syn0086,synthetic,sentence,naskh,noto-naskh,heavy,1.0,1.0,1.0,False,27.285457000004953
tesseract,5.3.4,syn0087,synthetic,sentence,naskh,scheherazade,clean,1.0,1.0,1.0,False,21.400214999971467
tesseract,5.3.4,syn0088,synthetic,sentence,naskh,scheherazade,mild,0.8620689655172413,1.0,0.8620689655172413,False,57.014689999959955
tesseract,5.3.4,syn0089,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,30.73020100003987
tesseract,5.3.4,syn0090,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.1702127659574468,0.8,0.1702127659574468,False,44.31314700002531
tesseract,5.3.4,syn0091,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.23404255319148937,0.9,0.23404255319148937,False,49.925474000019676
tesseract,5.3.4,syn0092,synthetic,sentence,nastaliq,noto-nastaliq,heavy,0.1702127659574468,0.6,0.1702127659574468,False,60.381005000010646
tesseract,5.3.4,syn0093,synthetic,sentence,nastaliq,gulzar,clean,0.1702127659574468,0.6,0.1702127659574468,False,42.36064599996325
tesseract,5.3.4,syn0094,synthetic,sentence,nastaliq,gulzar,mild,0.1276595744680851,0.5,0.1276595744680851,False,41.97424400001637
tesseract,5.3.4,syn0095,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,28.765454999984286
tesseract,5.3.4,syn0096,synthetic,sentence,naskh,lateef,clean,0.02127659574468085,0.1,0.02127659574468085,False,45.19910400000526
tesseract,5.3.4,syn0097,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,48.656687000004695
tesseract,5.3.4,syn0098,synthetic,sentence,naskh,lateef,heavy,0.5106382978723404,0.7,0.5106382978723404,False,68.70726500000046
tesseract,5.3.4,syn0099,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,49.92427100000896
tesseract,5.3.4,syn0100,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,60.83056899996109
tesseract,5.3.4,syn0101,synthetic,sentence,naskh,noto-naskh,heavy,0.7021276595744681,1.0,0.7021276595744681,False,67.44379399998479
tesseract,5.3.4,syn0102,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,47.723190999988674
tesseract,5.3.4,syn0103,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,59.44417899996779
tesseract,5.3.4,syn0104,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,46.772529000008944
tesseract,5.3.4,syn0105,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.23076923076923078,0.875,0.23076923076923078,False,45.33601600002157
tesseract,5.3.4,syn0106,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.20512820512820512,1.0,0.20512820512820512,False,48.10718600003838
tesseract,5.3.4,syn0107,synthetic,sentence,nastaliq,noto-nastaliq,heavy,1.0,1.0,1.0,False,34.0358839999908
tesseract,5.3.4,syn0108,synthetic,sentence,nastaliq,gulzar,clean,1.0,1.0,1.0,False,23.478706000048533
tesseract,5.3.4,syn0109,synthetic,sentence,nastaliq,gulzar,mild,0.20512820512820512,0.5,0.20512820512820512,False,45.226232999993954
tesseract,5.3.4,syn0110,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,45.157036999967204
tesseract,5.3.4,syn0111,synthetic,sentence,naskh,lateef,clean,0.1282051282051282,0.25,0.1282051282051282,False,45.68336199997702
tesseract,5.3.4,syn0112,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,46.69375699995726
tesseract,5.3.4,syn0113,synthetic,sentence,naskh,lateef,heavy,1.0,1.0,1.0,False,34.44173799999817
tesseract,5.3.4,syn0114,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,48.600269000019125
tesseract,5.3.4,syn0115,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,49.378493000006074
tesseract,5.3.4,syn0116,synthetic,sentence,naskh,noto-naskh,heavy,0.1794871794871795,0.625,0.1794871794871795,False,49.19072600000618
tesseract,5.3.4,syn0117,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,44.606327999986206
tesseract,5.3.4,syn0118,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,52.00059300000248
tesseract,5.3.4,syn0119,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,35.46351099998901
tesseract,5.3.4,syn0120,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.17073170731707318,0.6666666666666666,0.17073170731707318,False,39.492118999987724
tesseract,5.3.4,syn0121,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.17073170731707318,0.4444444444444444,0.17073170731707318,False,48.586602999989736
tesseract,5.3.4,syn0122,synthetic,sentence,nastaliq,noto-nastaliq,heavy,1.0,1.0,1.0,False,41.46192999996856
tesseract,5.3.4,syn0123,synthetic,sentence,nastaliq,gulzar,clean,0.21951219512195122,0.6666666666666666,0.21951219512195122,False,37.25059999999303
tesseract,5.3.4,syn0124,synthetic,sentence,nastaliq,gulzar,mild,0.1951219512195122,0.5555555555555556,0.1951219512195122,False,48.555285000020376
tesseract,5.3.4,syn0125,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,31.194953000010628
tesseract,5.3.4,syn0126,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,45.95623799997384
tesseract,5.3.4,syn0127,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,48.04288200000428
tesseract,5.3.4,syn0128,synthetic,sentence,naskh,lateef,heavy,0.04878048780487805,0.2222222222222222,0.04878048780487805,False,45.56397400000378
tesseract,5.3.4,syn0129,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,48.92367899998362
tesseract,5.3.4,syn0130,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,63.16034999997555
tesseract,5.3.4,syn0131,synthetic,sentence,naskh,noto-naskh,heavy,1.0,1.0,1.0,False,38.97217699994826
tesseract,5.3.4,syn0132,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,51.06281400003354
tesseract,5.3.4,syn0133,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,60.96813499999598
tesseract,5.3.4,syn0134,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,31.947787999968114
tesseract,5.3.4,syn0135,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.07894736842105263,0.3333333333333333,0.07894736842105263,False,42.7027260000159
tesseract,5.3.4,syn0136,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.9210526315789473,1.0,0.9210526315789473,False,56.32898100003558
tesseract,5.3.4,syn0137,synthetic,sentence,nastaliq,noto-nastaliq,heavy,1.0,1.0,1.0,False,41.03931900004909
tesseract,5.3.4,syn0138,synthetic,sentence,nastaliq,gulzar,clean,0.18421052631578946,0.5555555555555556,0.18421052631578946,False,36.08112499995286
tesseract,5.3.4,syn0139,synthetic,sentence,nastaliq,gulzar,mild,0.2894736842105263,0.7777777777777778,0.2894736842105263,False,46.65774700004022
tesseract,5.3.4,syn0140,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,43.42108000003009
tesseract,5.3.4,syn0141,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,46.71232100002953
tesseract,5.3.4,syn0142,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,48.04568100001916
tesseract,5.3.4,syn0143,synthetic,sentence,naskh,lateef,heavy,0.0,0.0,0.0,True,54.00761799995735
tesseract,5.3.4,syn0144,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,48.81464100003541
tesseract,5.3.4,syn0145,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,53.84204800003545
tesseract,5.3.4,syn0146,synthetic,sentence,naskh,noto-naskh,heavy,1.0,1.0,1.0,False,29.93502599997555
tesseract,5.3.4,syn0147,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,40.729034000037245
tesseract,5.3.4,syn0148,synthetic,sentence,naskh,scheherazade,mild,0.05263157894736842,0.1111111111111111,0.05263157894736842,False,47.826723000014226
tesseract,5.3.4,syn0149,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,42.58384499996737
tesseract,5.3.4,syn0150,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.20930232558139536,0.5,0.20930232558139536,False,41.54360199999019
tesseract,5.3.4,syn0151,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.8372093023255814,1.0,0.8372093023255814,False,62.35211599999957
tesseract,5.3.4,syn0152,synthetic,sentence,nastaliq,noto-nastaliq,heavy,0.2558139534883721,0.7,0.2558139534883721,False,51.34786400003577
tesseract,5.3.4,syn0153,synthetic,sentence,nastaliq,gulzar,clean,0.16279069767441862,0.4,0.16279069767441862,False,43.192099999998845
tesseract,5.3.4,syn0154,synthetic,sentence,nastaliq,gulzar,mild,0.11627906976744186,0.3,0.11627906976744186,False,45.179174999987026
tesseract,5.3.4,syn0155,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,27.8215630000318
tesseract,5.3.4,syn0156,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,46.23300299999755
tesseract,5.3.4,syn0157,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,51.52045300002328
tesseract,5.3.4,syn0158,synthetic,sentence,naskh,lateef,heavy,0.23255813953488372,0.7,0.23255813953488372,False,74.8437309999872
tesseract,5.3.4,syn0159,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,52.12083000003531
tesseract,5.3.4,syn0160,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,58.32043100002693
tesseract,5.3.4,syn0161,synthetic,sentence,naskh,noto-naskh,heavy,0.0,0.0,0.0,True,58.590675999994346
tesseract,5.3.4,syn0162,synthetic,sentence,naskh,scheherazade,clean,1.0,1.0,1.0,False,22.974043999965943
tesseract,5.3.4,syn0163,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,64.64040599996679
tesseract,5.3.4,syn0164,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,33.59543700003087
tesseract,5.3.4,syn0165,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.3076923076923077,0.8333333333333334,0.3076923076923077,False,33.787859000028675
tesseract,5.3.4,syn0166,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.15384615384615385,0.6666666666666666,0.15384615384615385,False,38.47301400003289
tesseract,5.3.4,syn0167,synthetic,sentence,nastaliq,noto-nastaliq,heavy,1.0,1.0,1.0,False,27.992003999997905
tesseract,5.3.4,syn0168,synthetic,sentence,nastaliq,gulzar,clean,0.34615384615384615,0.6666666666666666,0.34615384615384615,False,36.018283000032625
tesseract,5.3.4,syn0169,synthetic,sentence,nastaliq,gulzar,mild,0.3076923076923077,1.0,0.3076923076923077,False,40.879649000032714
tesseract,5.3.4,syn0170,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,33.4567300000117
tesseract,5.3.4,syn0171,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,37.35624300003337
tesseract,5.3.4,syn0172,synthetic,sentence,naskh,lateef,mild,1.0,1.0,1.0,False,22.06204300000536
tesseract,5.3.4,syn0173,synthetic,sentence,naskh,lateef,heavy,1.0,1.0,1.0,False,21.89062500002592
tesseract,5.3.4,syn0174,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,39.75186399998165
tesseract,5.3.4,syn0175,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,43.564761999959956
tesseract,5.3.4,syn0176,synthetic,sentence,naskh,noto-naskh,heavy,1.0,1.0,1.0,False,24.276377000035154
tesseract,5.3.4,syn0177,synthetic,sentence,naskh,scheherazade,clean,1.0,1.0,1.0,False,21.20122900004162
tesseract,5.3.4,syn0178,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,41.681065999966904
tesseract,5.3.4,syn0179,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,25.82011300000886
tesseract,5.3.4,syn0180,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.2641509433962264,0.75,0.2641509433962264,False,42.87460099999407
tesseract,5.3.4,syn0181,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.20754716981132076,0.75,0.20754716981132076,False,68.27365200001623
tesseract,5.3.4,syn0182,synthetic,sentence,nastaliq,noto-nastaliq,heavy,0.20754716981132076,0.75,0.20754716981132076,False,63.71682700000747
tesseract,5.3.4,syn0183,synthetic,sentence,nastaliq,gulzar,clean,0.2641509433962264,0.9166666666666666,0.2641509433962264,False,47.65159600003699
tesseract,5.3.4,syn0184,synthetic,sentence,nastaliq,gulzar,mild,0.2830188679245283,0.8333333333333334,0.3018867924528302,False,65.5373710000049
tesseract,5.3.4,syn0185,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,42.028760999983206
tesseract,5.3.4,syn0186,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,55.2824509999823
tesseract,5.3.4,syn0187,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,63.59740699997474
tesseract,5.3.4,syn0188,synthetic,sentence,naskh,lateef,heavy,0.0,0.0,0.0,True,67.4699869999813
tesseract,5.3.4,syn0189,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,59.03847299998688
tesseract,5.3.4,syn0190,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,68.21359299999585
tesseract,5.3.4,syn0191,synthetic,sentence,naskh,noto-naskh,heavy,1.0,1.0,1.0,False,48.72168599996485
tesseract,5.3.4,syn0192,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,50.19388099998423
tesseract,5.3.4,syn0193,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,61.0468759999776
tesseract,5.3.4,syn0194,synthetic,sentence,naskh,scheherazade,heavy,1.0,1.0,1.0,False,53.093758999978036
tesseract,5.3.4,syn0195,synthetic,sentence,nastaliq,noto-nastaliq,clean,0.23809523809523808,0.8888888888888888,0.23809523809523808,False,41.099229999986164
tesseract,5.3.4,syn0196,synthetic,sentence,nastaliq,noto-nastaliq,mild,0.7142857142857143,1.0,0.7142857142857143,False,61.38151300001482
tesseract,5.3.4,syn0197,synthetic,sentence,nastaliq,noto-nastaliq,heavy,0.4523809523809524,1.0,0.4523809523809524,False,52.988639000034254
tesseract,5.3.4,syn0198,synthetic,sentence,nastaliq,gulzar,clean,0.35714285714285715,0.8888888888888888,0.35714285714285715,False,40.95618700000614
tesseract,5.3.4,syn0199,synthetic,sentence,nastaliq,gulzar,mild,0.3333333333333333,0.7777777777777778,0.3333333333333333,False,53.279129000031844
tesseract,5.3.4,syn0200,synthetic,sentence,nastaliq,gulzar,heavy,1.0,1.0,1.0,False,37.69460199998775
tesseract,5.3.4,syn0201,synthetic,sentence,naskh,lateef,clean,0.0,0.0,0.0,True,44.57270500000732
tesseract,5.3.4,syn0202,synthetic,sentence,naskh,lateef,mild,0.0,0.0,0.0,True,47.710070000050564
tesseract,5.3.4,syn0203,synthetic,sentence,naskh,lateef,heavy,1.0,1.0,1.0,False,34.70166500000005
tesseract,5.3.4,syn0204,synthetic,sentence,naskh,noto-naskh,clean,0.0,0.0,0.0,True,50.42993900002557
tesseract,5.3.4,syn0205,synthetic,sentence,naskh,noto-naskh,mild,0.0,0.0,0.0,True,53.62216700001454
tesseract,5.3.4,syn0206,synthetic,sentence,naskh,noto-naskh,heavy,0.0,0.0,0.0,True,53.2657279999853
tesseract,5.3.4,syn0207,synthetic,sentence,naskh,scheherazade,clean,0.0,0.0,0.0,True,42.62602799997239
tesseract,5.3.4,syn0208,synthetic,sentence,naskh,scheherazade,mild,0.0,0.0,0.0,True,48.226255999963996
